Conference,Year,Title,Author,Affiliation,Authors,no_of_citations,cited_paper_ids,PaperId,no_of_paper_cited
NeurIPS,2019,Alleviating Label Switching with Optimal Transport,Pierre Monteiller,ENS Ulm,,0,,,0
NeurIPS,2019,Beating SGD Saturation with Tail-Averaging  and Minibatching,Nicole Muecke,University of Stuttgart,,0,,,0
NeurIPS,2019,Continuous-time Models for Stochastic Optimization Algorithms,Antonio Orvieto,ETH Zurich,,0,,,0
NeurIPS,2019,Distributed estimation of the inverse Hessian by determinantal averaging,Michal Derezinski,UC Berkeley,,0,,,0
NeurIPS,2019,"The Step Decay Schedule: A Near Optimal, Geometrically Decaying Learning Rate Procedure For Least Squares",Rong Ge,Duke University,,0,,,0
NeurIPS,2019,"Think out of the ""Box"": Generically-Constrained Asynchronous Composite Optimization and Hedging",Pooria Joulani,DeepMind,,0,,,0
NeurIPS,2019,Variance Reduction for Matrix Games,Yair Carmon,Stanford University,,0,,,0
NeurIPS,2019,Control What You Can: Intrinsically Motivated Task-Planning Agent,Sebastian Blaes,"Max-Planck Institute for Intelligent Systems, Tuebingen, Germany",,0,,,0
NeurIPS,2019,Depth-First Proof-Number Search with Heuristic Edge Cost and Application to Chemical Synthesis Planning,Akihiro Kishimoto,IBM Research,,0,,,0
NeurIPS,2019,Maximum Entropy Monte-Carlo Planning,Chenjun Xiao,University of Alberta,,0,,,0
NeurIPS,2019,"Non-Stationary Markov Decision Processes, a Worst-Case Approach using Model-Based Reinforcement Learning",Erwan Lecarpentier,Université de Toulouse,,0,,,0
NeurIPS,2019,Planning in entropy-regularized Markov decision processes and games,Jean-Bastien Grill,Google DeepMind,,0,,,0
NeurIPS,2019,Planning with Goal-Conditioned Policies,Soroush Nasiriany,UC Berkeley,,0,,,0
NeurIPS,2019,Regression Planning Networks,Danfei Xu,Stanford University,,0,,,0
NeurIPS,2019,Search on the Replay Buffer: Bridging Planning and Reinforcement Learning,Benjamin Eysenbach,Carnegie Mellon University,,0,,,0
NeurIPS,2019,A Composable Specification Language for Reinforcement Learning Tasks,Kishor Jothimurugan,University of Pennsylvania,,0,,,0
NeurIPS,2019,A Generalized Algorithm for Multi-Objective Reinforcement Learning and Policy Adaptation,"""Tony"" Runzhe Yang",Princeton University,,0,,,0
NeurIPS,2019,A Kernel Loss for Solving the Bellman Equation,Yihao Feng,UT Austin,,0,,,0
NeurIPS,2019,Adaptive Temporal-Difference Learning for Policy Evaluation with Per-State Uncertainty Estimates,Carlos Riquelme,Google Brain,,0,,,0
NeurIPS,2019,Curriculum-guided Hindsight Experience Replay,Meng Fang,Tencent,,0,,,0
NeurIPS,2019,Distributional Policy Optimization: An Alternative Approach for Continuous Control,Chen Tessler,Technion,,0,,,0
NeurIPS,2019,Mo' States Mo' Problems: Emergency Stop Mechanisms from Observation,Samuel Ainsworth,University of Washington,,0,,,0
NeurIPS,2019,Generalization in Reinforcement Learning with Selective Noise Injection and Information Bottleneck,Max Igl,University of Oxford,,0,,,0
NeurIPS,2019,Goal-conditioned Imitation Learning,Yiming Ding,"University of California, Berkeley",,0,,,0
NeurIPS,2019,Gossip-based Actor-Learner Architectures for Deep Reinforcement Learning,Mido Assran,McGill University / Facebook AI Research,,0,,,0
NeurIPS,2019,Imitation-Projected Programmatic Reinforcement Learning,Abhinav Verma,Rice University,,0,,,0
NeurIPS,2019,Reinforcement Learning with Convex Constraints,Sobhan Miryoosefi,Princeton University,,0,,,0
NeurIPS,2019,RUDDER: Return Decomposition for Delayed Rewards,Jose A. Arjona-Medina,"LIT AI Lab, Institute for Machine Learning, Johannes Kepler University Linz, Austria",,0,,,0
NeurIPS,2019,Shaping Belief States with Generative Environment Models for RL,Karol Gregor,DeepMind,,0,,,0
NeurIPS,2019,Towards Interpretable Reinforcement Learning Using Attention Augmented Agents,Alex Mott,DeepMind,,0,,,0
NeurIPS,2019,Efficient Near-Optimal Testing of Community Changes in Balanced Stochastic Block Models,Aditya Gangrade,Boston University,,0,,,0
NeurIPS,2019,Estimating Entropy of Distributions in Constant Space,Jayadev Acharya,Cornell University,,0,,,0
NeurIPS,2019,Gradient Information for Representation and Modeling,Jie Ding,University of Minnesota,,0,,,0
NeurIPS,2019,On The Classification-Distortion-Perception Tradeoff,Dong Liu,University of Science and Technology of China,,0,,,0
NeurIPS,2019,Statistical-Computational Tradeoff in Single Index Models,Lingxiao Wang,Northwestern University,,0,,,0
NeurIPS,2019,Structure Learning with Side Information: Sample Complexity,Saurabh Sihag,Rensselaer Polytechnic Institute,,0,,,0
NeurIPS,2019,The spiked matrix model with generative priors,Benjamin Aubin,Ipht Saclay,,0,,,0
NeurIPS,2019,Turbo Autoencoder: Deep learning based channel codes for point-to-point communication channels,Yihan Jiang,University of Washington Seattle,,0,,,0
NeurIPS,2019,How degenerate is the parametrization of neural networks with the ReLU activation function?,Dennis Maximilian Elbrächter,University of Vienna,,0,,,0
NeurIPS,2019,Implicit Regularization in Deep Matrix Factorization,Sanjeev Arora,Princeton University,,0,,,0
NeurIPS,2019,The Impact of Regularization on High-dimensional Logistic Regression,Fariborz Salehi,California Institute of Technology,,0,,,0
NeurIPS,2019,The Implicit Bias of AdaGrad on Separable Data,Qian Qian,Ohio State University,,0,,,0
NeurIPS,2019,"Time Matters in Regularizing Deep Networks: Weight Decay and Data Augmentation Affect Early Learning Dynamics, Matter Little Near Convergence",Aditya Golatkar,UCLA,,0,,,0
NeurIPS,2019,Average Case Column Subset Selection for Entrywise $\ell_1$-Norm Loss,Zhao Song,University of Washington,,0,,,0
NeurIPS,2019,On Distributed Averaging for Stochastic k-PCA,Aditya Bhaskara,University of Utah,,0,,,0
NeurIPS,2019,On Robustness of Principal Component Regression,Anish Agarwal,MIT,,0,,,0
NeurIPS,2019,Towards Practical Alternating Least-Squares for CCA,Zhiqiang Xu,Baidu Inc.,,0,,,0
NeurIPS,2019,Unsupervised Discovery of Temporal Structure in Noisy Data with Dynamical Components Analysis,David Clark,Columbia University,,0,,,0
NeurIPS,2019,Comparing distributions: $\ell_1$ geometry improves kernel two-sample testing,Meyer Scetbon,CREST-ENSAE,,0,,,0
NeurIPS,2019,Distributionally Robust Optimization and Generalization in Kernel Methods,Matt Staib,MIT,,0,,,0
NeurIPS,2019,Learning metrics for persistence-based summaries and applications for graph classification,Qi Zhao,The Ohio State University,,0,,,0
NeurIPS,2019,Minimum Stein Discrepancy Estimators,Alessandro Barp,Imperial College London,,0,,,0
NeurIPS,2019,Tight Dimensionality Reduction for Sketching Low Degree Polynomial Kernels,Michela Meister,Cornell University,,0,,,0
NeurIPS,2019,Two Generator Game: Learning to Sample via Linear Goodness-of-Fit Test,Lizhong Ding,Inception Institute of Artificial Intelligence,,0,,,0
NeurIPS,2019,Wasserstein Weisfeiler-Lehman Graph Kernels,Matteo Togninalli,ETH Zürich,,0,,,0
NeurIPS,2019,Dimensionality reduction: theoretical perspective on practical measures,Yair Bartal,Hebrew University,,0,,,0
NeurIPS,2019,Learning nonlinear level sets for dimensionality reduction in function approximation,Guannan Zhang,Oak Ridge National Laboratory,,0,,,0
NeurIPS,2019,No Pressure! Addressing the Problem of Local Minima in Manifold Learning Algorithms,Max Vladymyrov,Google Research,,0,,,0
NeurIPS,2019,Selecting the independent coordinates of manifolds with large aspect ratios,Yu-Chia Chen,University of Washington,,0,,,0
NeurIPS,2019,Subspace Detours: Building Transport Plans that are Optimal on Subspace Projections,Boris Muzellec,"ENSAE, Institut Polytechnique de Paris",,0,,,0
NeurIPS,2019,Unsupervised Co-Learning on $G$-Manifolds Across Irreducible Representations,Yifeng Fan,University of Illinois at Urbana-Champaign,,0,,,0
NeurIPS,2019,Dying Experts: Efficient Algorithms with Optimal Regret Bounds,Hamid Shayestehmanesh,University of Victoria,,0,,,0
NeurIPS,2019,Dynamic Local Regret for Non-convex Online Forecasting,Sergul Aydore,Stevens Institute of Technology,,0,,,0
NeurIPS,2019,Online Convex Matrix Factorization with Representative Regions,Jianhao Peng,University of Illinois at Urbana Champaign,,0,,,0
NeurIPS,2019,Online Forecasting of Total-Variation-bounded Sequences,Dheeraj Baby,UC Santa Barbara,,0,,,0
NeurIPS,2019,Online Stochastic Shortest Path with Bandit Feedback and Unknown Transition Function,Aviv Rosenberg,Tel Aviv University,,0,,,0
NeurIPS,2019,Private Learning Implies Online Learning: An Efficient Reduction,Alon Gonen,UCSD,,0,,,0
NeurIPS,2019,Random Path Selection for Continual Learning,Jathushan Rajasegaran,Inception Institute of Artificial Intelligence,,0,,,0
NeurIPS,2019,Superposition of many models into one,Brian Cheung,UC Berkeley,,0,,,0
NeurIPS,2019,User-Specified Local Differential Privacy in Unconstrained Adaptive Online Learning,Dirk van der Hoeven,Leiden University,,0,,,0
NeurIPS,2019,Are Disentangled Representations Helpful for Abstract Visual Reasoning?,Sjoerd van Steenkiste,The Swiss AI Lab - IDSIA,,0,,,0
NeurIPS,2019,CPM-Nets: Cross Partial Multi-View Networks,Changqing Zhang,Tianjin University,,0,,,0
NeurIPS,2019,Cross-lingual Language Model Pretraining,Alexis CONNEAU,Facebook,,0,,,0
NeurIPS,2019,Graph Transformer Networks,Seongjun Yun,Korea university,,0,,,0
NeurIPS,2019,Learning Representations by Maximizing Mutual Information Across Views,Philip Bachman,Microsoft Research,,0,,,0
NeurIPS,2019,Numerically Accurate Hyperbolic Embeddings Using Tiling-Based Models,Tao Yu,Cornell University,,0,,,0
NeurIPS,2019,On the Fairness of Disentangled Representations,Francesco Locatello,ETH Zürich - MPI Tübingen,,0,,,0
NeurIPS,2019,On the Transfer of Inductive Bias from Simulation to the Real World: a New Disentanglement Dataset,Muhammad Waleed Gondal,Max Planck Institute for Intelligent Systems,,0,,,0
NeurIPS,2019,Stacked Capsule Autoencoders,Adam Kosiorek,University of Oxford,,0,,,0
NeurIPS,2019,Understanding the Representation Power of Graph Neural Networks in Learning Graph Topology,Nima Dehmamy,Northeastern University,,0,,,0
NeurIPS,2019,Wasserstein Dependency Measure for Representation Learning,Sherjil Ozair,"Mila, Université de Montréal",,0,,,0
NeurIPS,2019,Learning step sizes for unfolded sparse coding,Pierre Ablin,INRIA,,0,,,0
NeurIPS,2019,Algorithmic Analysis and Statistical Estimation of SLOPE via Approximate Message Passing,Zhiqi Bu,University of Pennsylvania,,0,,,0
NeurIPS,2019,Algorithmic Guarantees for Inverse Imaging with Untrained Network Priors,Gauri Jagatap,Iowa State University,,0,,,0
NeurIPS,2019,Block Coordinate Regularization by Denoising,Yu Sun,Washington University in St. Louis,,0,,,0
NeurIPS,2019,Handling correlated and repeated measurements with the smoothed multivariate square-root Lasso,Quentin Bertrand,INRIA,,0,,,0
NeurIPS,2019,Efficiently Learning Fourier Sparse Set Functions,Andisheh Amrollahi,ETH Zurich,,0,,,0
NeurIPS,2019,Fast Sparse Group Lasso,Yasutoshi Ida,NTT,,0,,,0
NeurIPS,2019,Global Guarantees for Blind Demodulation with Generative Priors,Paul Hand,Northeastern University,,0,,,0
NeurIPS,2019,Interaction Hard Thresholding: Consistent Sparse Quadratic Regression in Sub-quadratic Time and Space,Shuo Yang,UT Austin,,0,,,0
NeurIPS,2019,"Inverting Deep Generative models, One layer at a time",Qi Lei,University of Texas at Austin,,0,,,0
NeurIPS,2019,Manifold denoising by Nonlinear Robust Principal Component Analysis,He Lyu,Michigan State University,,0,,,0
NeurIPS,2019,Rethinking the CSC Model for Natural Images,Dror Simon,Technion,,0,,,0
NeurIPS,2019,Sample Complexity of Learning Mixture of Sparse Linear Regressions,Akshay Krishnamurthy,Microsoft,,0,,,0
NeurIPS,2019,Sampling Sketches for Concave Sublinear Functions of Frequencies,Edith Cohen,Google,,0,,,0
NeurIPS,2019,Screening Sinkhorn Algorithm for Regularized Optimal Transport,Mokhtar Z. Alaya,"LITIS Lab, University Rouen Normandy",,0,,,0
NeurIPS,2019,Solving graph compression via optimal transport,Vikas Garg,MIT,,0,,,0
NeurIPS,2019,Superset Technique for Approximate Recovery in One-Bit Compressed Sensing,Larkin Flodin,University of Massachusetts Amherst,,0,,,0
NeurIPS,2019,Universality in Learning from Linear Measurements,Ehsan Abbasi,Caltech,,0,,,0
NeurIPS,2019,Efficient Convex Relaxations for Streaming PCA,Raman Arora,Johns Hopkins University,,0,,,0
NeurIPS,2019,Thinning for Accelerating the Learning of Point Processes,Tianbo Li,Nanyang Technological University,,0,,,0
NeurIPS,2019,Understanding Sparse JL for Feature Hashing,Meena Jagadeesan,Harvard University,,0,,,0
NeurIPS,2019,Differentiable Ranking and Sorting using Optimal Transport,Marco Cuturi,Google Brain  &  CREST - ENSAE,,0,,,0
NeurIPS,2019,Globally Optimal Learning for Structured Elliptical Losses,Yoav Wald,Hebrew University / Google,,0,,,0
NeurIPS,2019,Graph Structured Prediction Energy Networks,Colin Graber,University of Illinois at Urbana-Champaign,,0,,,0
NeurIPS,2019,"Search-Guided, Lightly-Supervised Training of Structured Prediction Energy Networks",Pedram Rooshenas,University of Massachusetts Amherst,,0,,,0
NeurIPS,2019,Structured Prediction with Projection Oracles,Mathieu Blondel,Google,,0,,,0
NeurIPS,2019,Flexible Modeling of Diversity with Strongly Log-Concave Distributions,Joshua Robinson,MIT,,0,,,0
NeurIPS,2019,Putting An End to End-to-End: Gradient-Isolated Learning of Representations,Sindy Löwe,University of Amsterdam,,0,,,0
NeurIPS,2019,Hamiltonian Neural Networks,Sam Greydanus,Oregon State University,,0,,,0
NeurIPS,2019,Using Self-Supervised Learning Can Improve Model Robustness and Uncertainty,Dan Hendrycks,UC Berkeley,,0,,,0
NeurIPS,2019,Learning about an exponential amount of conditional distributions,Mohamed Ishmael Belghazi,MILA,,0,,,0
NeurIPS,2019,"N-Gram Graph: Simple Unsupervised Representation for Graphs, with Applications to Molecules",Shengchao Liu,"MILA, Université de Montréal",,0,,,0
NeurIPS,2019,Outlier Detection and Robust PCA Using a Convex Measure of Innovation,Mostafa Rahmani,Baidu Research,,0,,,0
NeurIPS,2019,More Is Less: Learning Efficient Video Representations by Big-Little Network and Depthwise Temporal Aggregation,Quanfu Fan,MIT-IBM Watson AI Lab,,0,,,0
NeurIPS,2019,Why Can't I Dance in the Mall? Learning to Mitigate Scene Bias in Action Recognition,Jinwoo Choi,Virginia Tech,,0,,,0
NeurIPS,2019,Semantic Conditioned Dynamic Modulation for Temporal Sentence Grounding in Videos,Yitian Yuan,Tsinghua University,,0,,,0
NeurIPS,2019,U-Time: A Fully Convolutional Network for Time Series Segmentation Applied to Sleep Staging,Mathias Perslev,University of Copenhagen,,0,,,0
NeurIPS,2019,Cormorant: Covariant Molecular Neural Networks,Brandon Anderson,University of Chicago,,0,,,0
NeurIPS,2019,Deep imitation learning for molecular inverse problems,Eric Jonas,University of Chicago,,0,,,0
NeurIPS,2019,End-to-End Learning on 3D Protein Structure for Interface Prediction,Raphael Townshend,Stanford University,,0,,,0
NeurIPS,2019,Evaluating Protein Transfer Learning with TAPE,Roshan Rao,UC Berkeley,,0,,,0
NeurIPS,2019,Generative Models for Graph-Based Protein Design,John Ingraham,MIT,,0,,,0
NeurIPS,2019,Recurrent Kernel Networks,Dexiong Chen,Inria,,0,,,0
NeurIPS,2019,Computational Mirrors: Blind Inverse Light Transport by Deep Matrix Factorization,Miika Aittala,MIT CSAIL / NVIDIA,,0,,,0
NeurIPS,2019,Reflection Separation using a Pair of Unpolarized and Polarized Images,Youwei Lyu,Beijing University of Posts and Telecommunications,,0,,,0
NeurIPS,2019,Training Image Estimators without Image Ground Truth,Zhihao Xia,Washington University in St. Louis,,0,,,0
NeurIPS,2019,Making the Cut: A Bandit-based Approach to Tiered Interviewing,Candice Schumann,University of Maryland,,0,,,0
NeurIPS,2019,On Human-Aligned Risk Minimization,Liu Leqi,Carnegie Mellon University,,0,,,0
NeurIPS,2019,Blind Super-Resolution Kernel Estimation using an Internal-GAN,Sefi Bell-Kligler,Weizmann Istitute of Science,,0,,,0
NeurIPS,2019,Chirality Nets for Human Pose Regression,Raymond Yeh,University of Illinois at Urbana–Champaign,,0,,,0
NeurIPS,2019,Explicitly disentangling image content from translation and rotation with spatial-VAE,Tristan Bepler,MIT,,0,,,0
NeurIPS,2019,GIFT: Learning Transformation-Invariant Dense Visual Descriptors via Group CNNs,Yuan Liu,Zhejiang University,,0,,,0
NeurIPS,2019,Learning to Infer Implicit Surfaces without 3D Supervision,Shichen Liu,University of Southern California (SSO),,0,,,0
NeurIPS,2019,Learning to Predict 3D Objects with an Interpolation-based Differentiable Renderer,Wenzheng Chen,University of Toronto,,0,,,0
NeurIPS,2019,A Self Validation Network for Object-Level Human Attention Estimation,Zehua Zhang,Indiana University Bloomington,,0,,,0
NeurIPS,2019,PerspectiveNet: A Scene-consistent Image Generator for New View Synthesis in Real Indoor Environments,David Novotny,Facebook AI Research,,0,,,0
NeurIPS,2019,PointDAN: A Multi-Scale 3D Domain Adaption Network for Point Cloud Representation,Can Qin,Northeastern University,,0,,,0
NeurIPS,2019,PRNet: Self-Supervised Learning for Partial-to-Partial Registration,Yue Wang,MIT,,0,,,0
NeurIPS,2019,Quadratic Video Interpolation,Xiangyu Xu,Carnegie Mellon University,,0,,,0
NeurIPS,2019,R2D2: Reliable and Repeatable Detector and Descriptor,Jerome Revaud,Naver Labs Europe,,0,,,0
NeurIPS,2019,Semantic-Guided Multi-Attention Localization for Zero-Shot Learning,Yizhe Zhu,Rutgers University,,0,,,0
