Conference,Year,Title,Author,Affiliation
NeurIPS,2020,"Distribution-free binary classification: prediction sets, confidence intervals and calibration","['Chirag Gupta', 'Aleksandr Podkopaev', 'Aaditya Ramdas']","['Carnegie Mellon University', 'Carnegie Mellon University', 'CMU']"
NeurIPS,2020,Log-Likelihood Ratio Minimizing Flows: Towards Robust and Quantifiable Neural Distribution Alignment,"['Ben Usman', 'Avneesh Sud', 'Nick Dufour', 'Kate Saenko']","['Boston University, Google AI', 'Google', 'Google Research', 'Boston University & MIT-IBM Watson AI Lab, IBM Research']"
NeurIPS,2020,Your GAN is Secretly an Energy-based Model and You Should Use Discriminator Driven Latent Sampling,"['Tong Che', 'Ruixiang ZHANG', 'Jascha Sohl-Dickstein', 'Hugo Larochelle', 'Liam Paull', 'Yuan Cao', 'Yoshua Bengio']","['MILA', 'Mila/UdeM', 'Google Brain', 'Google Brain', 'Université de Montréal', 'UCLA', 'Mila / U. Montreal']"
NeurIPS,2020,Exchangeable Neural ODE for Set Modeling,"['Yang Li', 'Haidong Yi', 'Chris Bender', 'Siyuan Shan', 'Junier Oliva']","['Google', 'Department of Computer Science, UNC Chapel-Hill', 'The University of North Carolina', 'University of North Carolina at Chapel Hill', 'UNC - Chapel Hill']"
NeurIPS,2020,Understanding Anomaly Detection with Deep Invertible Networks through Hierarchies of Distributions and Features,"['Robin Schirrmeister', 'Yuxuan Zhou', 'Tonio Ball', 'Dan Zhang']","['University Medical Center Freiburg', 'Bosch Center for Artificial Intelligence', 'Albert-Ludwigs-University', 'Bosch Center for Artificial Intelligence']"
NeurIPS,2020,Further Analysis of Outlier Detection with Deep Generative Models,"['Ziyu Wang', 'Bin Dai', 'David P Wipf', 'Jun Zhu']","['Tsinghua University', 'Samsung Research China - Beijing', 'AWS', 'Tsinghua University']"
NeurIPS,2020,Sample Complexity of Uniform Convergence for Multicalibration,"['Eliran Shabat', 'Lee Cohen', 'Yishay Mansour']","['Tel-Aviv University', 'Tel Aviv University', 'Tel Aviv University / Google']"
NeurIPS,2020,Certifiably Adversarially Robust Detection of Out-of-Distribution Data,"['Julian Bitterwolf', 'Alexander Meinke', 'Matthias Hein']","['University of Tübingen', 'University of Tübingen', 'University of Tübingen']"
NeurIPS,2020,Can I Trust My Fairness Metric? Assessing Fairness with Unlabeled Data and Bayesian Inference,"['Disi Ji', 'Padhraic Smyth', 'Mark Steyvers']","['University of California, Irvine', 'University of California, Irvine', 'UC Irvine']"
NeurIPS,2020,Towards Maximizing the Representation Gap between In-Domain & Out-of-Distribution Examples,"['Jay Nandy', 'Wynne Hsu', 'Mong Li Lee']","['National University of Singapore', 'National University of Singapore', 'National University of Singapore']"
NeurIPS,2020,Reducing Adversarially Robust Learning to Non-Robust PAC Learning,"['Omar Montasser', 'Steve Hanneke', 'Nati Srebro']","['Toyota Technological Institute at Chicago', 'Toyota Technological Institute at Chicago', 'TTI-Chicago']"
NeurIPS,2020,Tensor Completion Made Practical,"['Allen Liu', 'Ankur Moitra']","['MIT', 'MIT']"
NeurIPS,2020,Online Matrix Completion with Side Information,"['Mark Herbster', 'Stephen Pasteris', 'Lisa Tse']","['University College London', 'University College London', 'University College London']"
NeurIPS,2020,Truncated Linear Regression in High Dimensions,"['Constantinos Daskalakis', 'Dhruv Rohatgi', 'Emmanouil Zampetakis']","['MIT', 'Massachusetts Institute of Technology', 'Massachusetts Institute of Technology']"
NeurIPS,2020,Finer Metagenomic Reconstruction via Biodiversity Optimization,"['Simon Foucart', 'David Koslicki']","['Texas A&M', 'Pennsylvania State University']"
NeurIPS,2020,Implicit Regularization in Deep Learning May Not Be Explainable by Norms,"['Noam Razin', 'Nadav Cohen']","['Tel Aviv University', 'Tel Aviv University']"
NeurIPS,2020,On the Tightness of Semidefinite Relaxations for Certifying Robustness to Adversarial Examples,['Richard Zhang'],['Adobe']
NeurIPS,2020,Towards a Better Global Loss Landscape of GANs,"['Ruoyu Sun', 'Tiantian Fang', 'Alex Schwing']","['University of Illinois at Urbana-Champaign', 'University of Illinois Urbana-Champaign', 'University of Illinois at Urbana-Champaign']"
NeurIPS,2020,Implicit Regularization and Convergence for Weight Normalization,"['Xiaoxia (Shirley) Wu', 'Edgar Dobriban', 'Tongzheng Ren', 'Shanshan Wu', 'Zhiyuan Li', 'Suriya Gunasekar', 'Rachel Ward', 'Qiang Liu']","['The University of Texas at Austin', 'University of Pennsylvania', 'UT Austin', 'University of Texas at Austin', 'Princeton University', 'Microsoft Research Redmond', 'UT Austin', 'Dartmouth College']"
NeurIPS,2020,Most ReLU Networks Suffer from $\ell^2$ Adversarial Perturbations,"['Amit Daniely', 'Hadas Shacham']","['Hebrew University and Google Research', 'Hebrew University']"
NeurIPS,2020,Geometric Exploration for Online Control,"['Orestis Plevrakis', 'Elad Hazan']","['Princeton University', 'Princeton University']"
NeurIPS,2020,The Smoothed Possibility of Social Choice,['Lirong Xia'],['RPI']
NeurIPS,2020,Optimally Deceiving a Learning Leader in Stackelberg Games,"['Georgios Birmpas', 'Jiarui Gan', 'Alexandros Hollender', 'Francisco Marmolejo', 'Ninad Rajgopal', 'Alexandros Voudouris']","['University of Oxford', 'University of Oxford', 'University of Oxford', 'University of Oxford', 'University of Oxford', 'University of Essex']"
NeurIPS,2020,Explainable Voting,"['Dominik Peters', 'Ariel Procaccia', 'Alexandros Psomas', 'Zixin Zhou']","['Carnegie Mellon University', 'Harvard University', 'Purdue University', 'Peking University']"
NeurIPS,2020,Optimization and Generalization of Shallow Neural Networks with Quadratic Activation Functions,"['Stefano Sarao Mannelli', 'Eric Vanden-Eijnden', 'Lenka Zdeborová']","['university of Oxford', 'New York University', 'EPFL']"
NeurIPS,2020,"Overfitting Can Be Harmless for Basis Pursuit, But Only to a Degree","['Peizhong Ju', 'Xiaojun Lin', 'Jia Liu']","['Purdue University', 'Purdue University', 'The Ohio State University']"
NeurIPS,2020,A Benchmark for Systematic Generalization in Grounded Language Understanding,"['Laura Ruis', 'Jacob Andreas', 'Marco Baroni', 'Diane Bouchacourt', 'Brenden Lake']","['University of Amsterdam', 'MIT', 'Facebook Artificial Intelligence Research', 'Facebook AI', 'New York University']"
NeurIPS,2020,Direct Feedback Alignment Scales to Modern Deep Learning Tasks and Architectures,"['Julien Launay', 'Iacopo Poli', 'François Boniface', 'Florent Krzakala']","['LightOn', 'LightOn', 'LightOn', 'ENS Paris, Sorbonnes Université & EPFL']"
NeurIPS,2020,Kernelized information bottleneck leads to biologically plausible 3-factor Hebbian learning in deep networks,"['Roman Pogodin', 'Peter E Latham']","['Gatsby Unit, University College London', 'Gatsby Unit, UCL']"
NeurIPS,2020,Meta-Learning through Hebbian Plasticity in Random Networks,"['Elias Najarro', 'Sebastian Risi']","['IT University of Copenhagen', 'IT University of Copenhagen']"
NeurIPS,2020,Stable and expressive recurrent vision models,"['Drew Linsley', 'Alekh Karkada Ashok', 'Lakshmi Narasimhan Govindarajan', 'Rex Liu', 'Thomas Serre']","['Brown University', 'Brown University', 'Brown University', 'Brown University', 'Brown University']"
NeurIPS,2020,Identifying Learning Rules From Neural Network Observables,"['Aran Nayebi', 'Sanjana Srivastava', 'Surya Ganguli', 'Daniel Yamins']","['Stanford University', 'Stanford University', 'Stanford', 'Stanford University']"
NeurIPS,2020,Deep active inference agents using Monte-Carlo methods,"['Zafeirios Fountas', 'Noor Sajid', 'Pedro Mediano', 'Karl Friston']","['University College London; Huawei Technologies', 'University College London', 'University of Cambridge', 'University College London']"
NeurIPS,2020,Learning Compositional Rules via Neural Program Synthesis,"['Maxwell Nye', 'Armando Solar-Lezama', 'Josh Tenenbaum', 'Brenden Lake']","['MIT', 'MIT', 'MIT', 'New York University']"
NeurIPS,2020,A Local Temporal Difference Code for Distributional Reinforcement Learning,"['Pablo Tano', 'Peter Dayan', 'Alexandre Pouget']","['University of Geneva', 'Max Planck Institute for Biological Cybernetics', 'University of Geneva']"
NeurIPS,2020,Inferring learning rules from animal decision-making,"['Zoe Ashwood', 'Nicholas Roy', 'Ji Hyun Bak', 'Jonathan Pillow']","['Princeton University', 'MIT', 'UC San Francisco', 'Princeton University']"
NeurIPS,2020,A Biologically Plausible Neural Network for Slow Feature Analysis,"['David Lipshutz', 'Charles Windolf', 'Siavash Golkar', 'Dmitri Chklovskii']","['Flatiron Institute', 'Flatiron Institute', 'Flatiron Institute', 'Flatiron Institute, Simons Foundation, NYU Neuroscience']"
NeurIPS,2020,R-learning in actor-critic model offers a biologically relevant mechanism for sequential decision-making,"['Sergey Shuvaev', 'Sarah Starosta', 'Duda Kvitsiani', 'Adam Kepecs', 'Alexei Koulakov']","['Cold Spring Harbor Laboratory', 'Washington University in St. Louis', 'Aarhus University', 'Washington University in St. Louis', 'Cold Spring Harbor Laboratory']"
NeurIPS,2020,Deep Graph Pose: a semi-supervised deep graphical model for improved animal pose tracking,"['Anqi Wu', 'Kelly Buchanan', 'Matthew Whiteway', 'Michael Schartner', 'Guido Meijer', 'Jean-Paul Noel', 'Erica Rodriguez', 'Claire Everett', 'Amy Norovich', 'Evan Schaffer', 'Neeli Mishra', 'C. Daniel Salzman', 'Dora Angelaki', 'Andrés Bendesky', 'The International Brain Laboratory The International Brain Laboratory', 'John Cunningham', 'Liam Paninski']","['Columbia University', 'Columbia University', 'Columbia University', 'University of Geneva', 'Champalimaud Center for the Unknown', 'New York University', 'Columbia University', 'Columbia University', 'Columbia University', 'Columbia University', 'Columbia University', 'Columbia University', 'New York University', 'Columbia University', 'The International Brain Laboratory', 'University of Columbia', 'Columbia University']"
NeurIPS,2020,Characterizing emergent representations in a space of candidate learning rules for deep networks,"['Yinan Cao', 'Christopher Summerfield', 'Andrew Saxe']","['University of Oxford', 'University of Oxford', 'University of Oxford']"
NeurIPS,2020,A simple normative network approximates local non-Hebbian learning in the cortex,"['Siavash Golkar', 'David Lipshutz', 'Yanis Bahroun', 'Anirvan Sengupta', 'Dmitri Chklovskii']","['Flatiron Institute', 'Flatiron Institute', 'Flatiron institute', 'Rutgers University', 'Flatiron Institute, Simons Foundation, NYU Neuroscience']"
NeurIPS,2020,A meta-learning approach to (re)discover plasticity rules that carve a desired function into a neural network,"['Basile Confavreux', 'Friedemann Zenke', 'Everton Agnes', 'Timothy Lillicrap', 'Tim Vogels']","['IST Austria', 'Friedrich Miescher Institute', 'University of Basel', 'DeepMind & UCL', 'Institute of Science and Technology']"
NeurIPS,2020,Detection as Regression: Certified Object Detection with Median Smoothing,"['Ping-yeh Chiang', 'Michael Curry', 'Ahmed Abdelkader', 'Aounon Kumar', 'John Dickerson', 'Tom Goldstein']","['University of Maryland, College Park', 'University of Maryland', 'University of Maryland, College Park', 'University of Maryland, College Park', 'University of Maryland', 'University of Maryland']"
NeurIPS,2020,Certifying Confidence via Randomized Smoothing,"['Aounon Kumar', 'Alexander Levine', 'Soheil Feizi', 'Tom Goldstein']","['University of Maryland, College Park', 'University of Maryland, College Park', 'University of Maryland', 'University of Maryland']"
NeurIPS,2020,Reliable Graph Neural Networks via Robust Aggregation,"['Simon Geisler', 'Daniel Zügner', 'Stephan Günnemann']","['Technical University of Munich', 'Technical University of Munich', 'Technical University of Munich']"
NeurIPS,2020,PLLay: Efficient Topological Layer based on Persistent Landscapes,"['Kwangho Kim', 'Jisu Kim', 'Manzil Zaheer', 'Joon Kim', 'Frederic Chazal', 'Larry Wasserman']","['Carnegie Mellon University', 'Inria Saclay', 'Google', 'Carnegie Mellon University', 'INRIA', 'Carnegie Mellon University']"
NeurIPS,2020,Network Diffusions via Neural Mean-Field Dynamics,"['shushan He', 'Hongyuan Zha', 'Xiaojing Ye']","['Georgia State University', 'Georgia Tech', 'Georgia State University']"
NeurIPS,2020,Learning the Geometry of Wave-Based Imaging,"['Konik Kothari', 'Maarten de Hoop', 'Ivan Dokmanić']","['University of Illinois at Urbana Champaign', 'Rice University', 'University of Basel']"
NeurIPS,2020,Neuron Shapley: Discovering the Responsible Neurons,"['Amirata Ghorbani', 'James Zou']","['Stanford University', 'Stanford University']"
NeurIPS,2020,Certified Robustness of Graph Convolution Networks for Graph Classification under Topological Attacks,"['Hongwei Jin', 'Zhan Shi', 'Ashish Peruri', 'Xinhua Zhang']","['University of Illinois at Chicago', 'University of Illinois at Chicago', 'University of Illinois at Chicago', 'UIC']"
NeurIPS,2020,Sharp Representation Theorems for ReLU Networks with Precise Dependence on Depth,"['Guy Bresler', 'Dheeraj Nagaraj']","['MIT', 'Massachusetts Institute of Technology']"
NeurIPS,2020,Temporal Spike Sequence Learning via Backpropagation for Deep Spiking Neural Networks,"['Wenrui Zhang', 'Peng Li']","['University of California, Santa Barbara', 'University of California, Santa Barbara']"
NeurIPS,2020,Likelihood Regret: An Out-of-Distribution Detection Score For Variational Auto-encoder,"['Zhisheng Xiao', 'Qing Yan', 'Yali Amit']","['The University of Chicago', 'University of Chicago', 'University of Chicago']"
NeurIPS,2020,Sample-Efficient Optimization in the Latent Space of Deep Generative Models via Weighted Retraining,"['Austin Tripp', 'Erik Daxberger', 'Jose Miguel Hernández-Lobato']","['University of Cambridge', 'University of Cambridge & MPI for Intelligent Systems, Tübingen', 'University of Cambridge']"
NeurIPS,2020,Discovering Symbolic Models from Deep Learning with Inductive Biases,"['Miles Cranmer', 'Alvaro Sanchez Gonzalez', 'Peter Battaglia', 'Rui Xu', 'Kyle Cranmer', 'David Spergel', 'Shirley Ho']","['Princeton University', 'DeepMind', 'DeepMind', 'Princeton University', 'New York University', 'Flatiron Institute', 'Flatiron institute/ New York University/ Carnegie Mellon']"
NeurIPS,2020,Compositional Explanations of Neurons,"['Jesse Mu', 'Jacob Andreas']","['Stanford University', 'MIT']"
NeurIPS,2020,Automatic Perturbation Analysis for Scalable Certified Robustness and Beyond,"['Kaidi Xu', 'Zhouxing Shi', 'Huan Zhang', 'Yihan Wang', 'Kai-Wei Chang', 'Minlie Huang', 'Bhavya Kailkhura', 'Xue Lin', 'Cho-Jui Hsieh']","['Northeastern University', 'UCLA', 'UCLA', 'UCLA', 'UCLA', 'Tsinghua University', 'Lawrence Livermore National Laboratory', 'Northeastern University', 'UCLA']"
NeurIPS,2020,Over-parameterized Adversarial Training: An Analysis Overcoming the Curse of Dimensionality,"['Yi Zhang', 'Orestis Plevrakis', 'Simon Du', 'Xingguo Li', 'Zhao Song', 'Sanjeev Arora']","['Princeton University', 'Princeton University', 'Institute for Advanced Study', 'Princeton University', 'IAS/Princeton', 'Princeton University']"
NeurIPS,2020,Telescoping Density-Ratio Estimation,"['Benjamin Rhodes', 'Kai Xu', 'Michael U. Gutmann']","['University of Edinburgh', 'University of Edinburgh', 'University of Edinburgh']"
NeurIPS,2020,On Testing of Samplers,"['Kuldeep S Meel', 'Yash Pralhad Pote', 'Sourav Chakraborty']","['National University of Singapore', 'National University of Singapore', 'Indian Statistical Institute, India']"
NeurIPS,2020,Path Sample-Analytic Gradient Estimators for Stochastic Binary Networks,"['Alexander Shekhovtsov', 'Viktor Yanush', 'Boris Flach']","['Czech Technical University in Prague, Czech Republic', 'Lomonosov Moscow State University', 'Czech Technical University in Prague']"
NeurIPS,2020,Deep Direct Likelihood Knockoffs,"['Mukund Sudarshan', 'Wesley Tansey', 'Rajesh Ranganath']","['New York University', 'Columbia University', 'New York University']"
NeurIPS,2020,Generalised Bayesian Filtering via Sequential Monte Carlo,"['Ayman Boustati', 'Ö. Deniz Akyildiz', 'Theo Damoulas', 'Adam Johansen']","['University of Warwick', 'University of Warwick and The Alan Turing Institute', 'University of Warwick & The Alan Turing Institute', 'University of Warwick']"
NeurIPS,2020,Feature Shift Detection: Localizing Which Features Have Shifted via Conditional Distribution Tests,"['Sean Kulinski', 'Saurabh Bagchi', 'David Inouye']","['Purdue University', 'Purdue University', 'Purdue University']"
NeurIPS,2020,Bayesian Optimization of Risk Measures,"['Sait Cakmak', 'Raul Astudillo Marban', 'Peter Frazier', 'Enlu Zhou']","['Georgia Institute of Technology', 'Cornell University', 'Cornell / Uber', 'Georgia Institute of Technology']"
NeurIPS,2020,Differentiable Expected Hypervolume Improvement for Parallel Multi-Objective Bayesian Optimization,"['Sam Daulton', 'Max Balandat', 'Eytan Bakshy']","['Facebook', 'Facebook', 'Facebook']"
NeurIPS,2020,Variance reduction for Random Coordinate Descent-Langevin Monte Carlo,"['ZHIYAN DING', 'Qin Li']","['University of Wisconsin-Madison', 'University of Wisconsin-Madison']"
NeurIPS,2020,A Contour Stochastic  Gradient Langevin Dynamics Algorithm for Simulations of Multi-modal Distributions,"['Wei Deng', 'Guang Lin', 'Faming Liang']","['Purdue University', 'Purdue University', 'Purdue University']"
NeurIPS,2020,Sequential Bayesian Experimental Design with Variable Cost Structure,"['Sue Zheng', 'David Hayden', 'Jason Pacheco', 'John Fisher III']","['MIT', 'Massachusetts Institute of Technology', 'Univ. of Arizona', 'MIT']"
NeurIPS,2020,Asymptotically Optimal Exact Minibatch Metropolis-Hastings,"['Ruqi Zhang', 'A. Feder Cooper', 'Christopher De Sa']","['Cornell University', 'Cornell University', 'Cornell']"
NeurIPS,2020,Primal Dual Interpretation of the Proximal Stochastic Gradient Langevin Algorithm,"['Adil Salim', 'Peter Richtarik']","['KAUST', 'KAUST']"
NeurIPS,2020,Replica-Exchange Nos\'e-Hoover Dynamics for Bayesian Learning on Large Datasets,"['Rui Luo', 'Qiang Zhang', 'Yaodong Yang', 'Jun Wang']","['University College London', 'University College London', 'University College London', 'JD AI Research & UCL']"
NeurIPS,2020,Stein Self-Repulsive Dynamics: Benefits From Past Samples,"['Mao Ye', 'Tongzheng Ren', 'Qiang Liu']","['The University of Texas at Austin', 'UT Austin', 'Dartmouth College']"
NeurIPS,2020,Neural Bridge Sampling for Evaluating Safety-Critical Autonomous Systems,"['Aman Sinha', ""Matthew O'Kelly"", 'Russ Tedrake', 'John Duchi']","['Stanford University', 'University of Pennsylvania', 'MIT', 'Stanford']"
NeurIPS,2020,Sparse Spectrum Warped Input Measures for Nonstationary Kernel Learning,"['Anthony Tompkins', 'Rafael Oliveira', 'Fabio Ramos']","['The University of Sydney', 'The University of Sydney', 'University of Sydney, NVIDIA']"
NeurIPS,2020,Bootstrapping neural processes,"['Juho Lee', 'Yoonho Lee', 'Jungtaek Kim', 'Eunho Yang', 'Sung Ju Hwang', 'Yee Whye Teh']","['KAIST, AITRICS', 'AITRICS', 'POSTECH', 'Korea Advanced Institute of Science and Technology; AItrics', 'KAIST, AITRICS', 'University of Oxford, DeepMind']"
NeurIPS,2020,Sparse Learning with CART,['Jason Klusowski'],['Princeton University']
NeurIPS,2020,Smooth And Consistent Probabilistic Regression Trees,"['Sami Alkhoury', 'Emilie Devijver', 'Marianne Clausel', 'Myriam Tami', 'Eric Gaussier', 'georges Oppenheim']","['University Grenoble Alpes', 'CNRS-UGA', 'IECL', 'Université Paris-Saclay', 'Université Joseph Fourier, Grenoble', 'Private']"
NeurIPS,2020,Simple and Principled Uncertainty Estimation with Deterministic Deep Learning via Distance Awareness,"['Jeremiah Liu', 'Zi Lin', 'Shreyas Padhy', 'Dustin Tran', 'Tania Bedrax Weiss', 'Balaji Lakshminarayanan']","['Google Research / Harvard', 'Google', 'Google', 'Google Brain', 'Google', 'Google Brain']"
NeurIPS,2020,Bayesian Deep Ensembles via the Neural Tangent Kernel,"['Bobby He', 'Balaji Lakshminarayanan', 'Yee Whye Teh']","['University of Oxford', 'Google Brain', 'University of Oxford, DeepMind']"
NeurIPS,2020,Predictive inference is free with the jackknife+-after-bootstrap,"['Byol Kim', 'Chen Xu', 'Rina Barber']","['University of Chicago', 'University of Ottawa', 'University of Chicago']"
NeurIPS,2020,Hyperparameter Ensembles for Robustness and Uncertainty Quantification,"['Florian Wenzel', 'Jasper Snoek', 'Dustin Tran', 'Rodolphe Jenatton']","['---', 'Google Research, Brain team', 'Google Brain', 'Google Brain']"
NeurIPS,2020,Depth Uncertainty in Neural Networks,"['Javier Antoran', 'James Allingham', 'Jose Miguel Hernández-Lobato']","['University of Cambridge', 'University of Cambridge', 'University of Cambridge']"
NeurIPS,2020,A Bayesian Perspective on Training Speed and Model Selection,"['Clare Lyle', 'Lisa Schut', 'Robin Ru', 'Yarin Gal', 'Mark van der Wilk']","['University of Oxford', 'University of Oxford', 'Oxford University', 'University of Oxford', 'Imperial College']"
NeurIPS,2020,Learning under Model Misspecification: Applications to Variational and Ensemble methods,['Andres Masegosa'],['University of Almeria']
NeurIPS,2020,Counterfactual Predictions under Runtime Confounding,"['Amanda Coston', 'Edward Kennedy', 'Alexandra Chouldechova']","['Carnegie Mellon University', 'Carnegie Mellon University', 'CMU']"
NeurIPS,2020,Matérn Gaussian Processes on Riemannian Manifolds,"['Viacheslav Borovitskiy', 'Alexander Terenin', 'Peter Mostowsky', 'Marc Deisenroth']","['St. Petersburg Department of Steklov Mathematical Institute of Russian Academy of Sciences (PDMI RAS)', 'Imperial College London', 'St. Petersburg State University', 'University College London']"
NeurIPS,2020,Stationary Activations for Uncertainty Calibration in Deep Learning,"['Lassi Meronen', 'Christabella Irwanto', 'Arno Solin']","['Aalto University', 'Aalto University', 'Aalto University']"
NeurIPS,2020,Task-Agnostic Amortized Inference of Gaussian Process Hyperparameters,"['Sulin Liu', 'Xingyuan Sun', 'Peter J Ramadge', 'Ryan Adams']","['Princeton', 'Princeton University', 'Princeton', 'Princeton University']"
NeurIPS,2020,On the Expressiveness of Approximate Inference in Bayesian Neural Networks,"['Andrew Foong', 'David Burt', 'Yingzhen Li', 'Richard Turner']","['University of Cambridge', 'University of Cambridge', 'Microsoft Research Cambridge', 'University of Cambridge']"
NeurIPS,2020,The Strong Screening Rule for SLOPE,"['Johan Larsson', 'Malgorzata Bogdan', 'Jonas Wallin']","['Lund University', 'University of Wroclaw', 'Lund university']"
NeurIPS,2020,Co-exposure Maximization in Online Social Networks,"['Sijing Tu', 'Cigdem Aslay', 'Aris Gionis']","['KTH Royal Institute of Technology', 'Aarhus University', 'KTH Royal Institute of Technology']"
NeurIPS,2020,Fast Convergence of Langevin Dynamics on Manifold: Geodesics meet Log-Sobolev,"['Xiao Wang', 'Qi Lei', 'Ioannis Panageas']","['Singapore university of technology and design', 'Princeton University', 'UC Irvine']"
NeurIPS,2020,Memory-Efficient Learning of Stable Linear Dynamical Systems for Prediction and Control,"['Giorgos Mamakoukas', 'Orest Xherija', 'Todd Murphey']","['Northwestern University', 'University of Chicago', 'Northwestern Univ.']"
NeurIPS,2020,"MinMax Methods for Optimal Transport and Beyond: Regularization, Approximation and Numerics","['Luca De Gennaro Aquino', 'Stephan Eckstein']","['Grenoble Ecole de Management', 'University of Konstanz']"
NeurIPS,2020,Semialgebraic Optimization for Lipschitz Constants of ReLU Networks,"['Tong Chen', 'Jean Lasserre', 'Victor Magron', 'Edouard Pauwels']","['LAAS-CNRS', 'lasserre@laas.fr', 'LAAS-CNRS', 'IRIT']"
NeurIPS,2020,Parabolic Approximation Line Search for DNNs,"['Maximus Mutschler', 'Andreas Zell']","['University of Tübingen', 'University of Tuebingen']"
NeurIPS,2020,Batch normalization provably avoids ranks collapse for randomly initialised deep networks,"['Hadi Daneshmand Daneshmand', 'Jonas Kohler', 'Francis Bach', 'Thomas Hofmann', 'Aurelien Lucchi']","['Inria', 'ETHZ', 'INRIA - Ecole Normale Superieure', 'ETH Zurich', 'ETH Zurich']"
NeurIPS,2020,Breaking Reversibility Accelerates Langevin Dynamics for Non-Convex Optimization,"['Xuefeng GAO', 'Mert Gurbuzbalaban', 'Lingjiong Zhu']","['The Chinese University of Hong Kong', 'Rutgers', 'Florida State University']"
NeurIPS,2020,Tackling the Objective Inconsistency Problem in Heterogeneous Federated Optimization,"['Jianyu Wang', 'Qinghua Liu', 'Hao Liang', 'Gauri Joshi', 'H. Vincent Poor']","['Carnegie Mellon University', 'Princeton University', 'Carnegie Mellon University', 'Carnegie Mellon University', 'Princeton University']"
NeurIPS,2020,Conic Descent and its Application to Memory-efficient Optimization over Positive Semidefinite Matrices,"['John Duchi', 'Oliver Hinder', 'Andrew Naber', 'Yinyu Ye']","['Stanford', 'University of Pittsburgh', 'Stanford University', 'Standord']"
NeurIPS,2020,A mean-field analysis of two-player zero-sum games,"['Carles Domingo-Enrich', 'Samy Jelassi', 'Arthur Mensch', 'Grant Rotskoff', 'Joan Bruna']","['NYU', 'Princeton University', 'ENS', 'Stanford University', 'NYU']"
NeurIPS,2020,Robust Federated Learning: The Case of Affine Distribution Shifts,"['Amirhossein Reisizadeh', 'Farzan Farnia', 'Ramtin Pedarsani', 'Ali Jadbabaie']","['UC Santa Barbara', 'MIT', 'UC Santa Barbara', 'MIT']"
NeurIPS,2020,Learning compositional functions via multiplicative weight updates,"['Jeremy Bernstein', 'Jiawei Zhao', 'Markus Meister', 'Ming-Yu Liu', 'Anima Anandkumar', 'Yisong Yue']","['Caltech', 'Caltech', 'Caltech', 'NVIDIA', 'NVIDIA / Caltech', 'Caltech']"
NeurIPS,2020,Stochastic Optimization for Performative Prediction,"['Celestine Mendler-Dünner', 'Juan Perdomo', 'Tijana Zrnic', 'Moritz Hardt']","['UC Berkeley', 'University of California, Berkeley', 'UC Berkeley', 'University of California, Berkeley']"
NeurIPS,2020,Conformal Symplectic and Relativistic Optimization,"['Guilherme Franca', 'Jeremias Sulam', 'Daniel Robinson', 'Rene Vidal']","['UC Berkeley', 'Johns Hopkins University', 'Johns Hopkins University', 'Mathematical Institute for Data Science, Johns Hopkins University, USA']"
NeurIPS,2020,On Power Laws in Deep Ensembles,"['Ekaterina Lobacheva', 'Nadezhda Chirkova', 'Maxim Kodryan', 'Dmitry Vetrov']","['Samsung-HSE Laboratory', 'Higher School of Economics, Samsung-HSE Laboratory', 'Samsung-HSE Laboratory, National Research University Higher School of Economics', 'Higher School of Economics, Samsung AI Center, Moscow']"
NeurIPS,2020,Residual Distillation: Towards Portable Deep Neural Networks without Shortcuts,"['Guilin Li', 'Junlei Zhang', 'Yunhe Wang', 'Chuanjian Liu', 'Matthias Tan', 'Yunfeng Lin', 'Wei Zhang', 'Jiashi Feng', 'Tong Zhang']","[""Huawei Noah Ark's Lab"", 'Huawei Noah’s Ark Lab', ""Huawei Noah's Ark Lab"", ""Huawei Noah's Ark Lab"", 'CityU', 'Shanghai Jiao Tong University', 'IBM T.J.Watson Research Center', 'National University of Singapore', 'The Hong Kong University of Science and Technology']"
NeurIPS,2020,Bayesian Deep Learning and a Probabilistic Perspective of Generalization,"['Andrew Wilson', 'Pavel Izmailov']","['New York University', 'New York University']"
NeurIPS,2020,Self-Distillation as Instance-Specific Label Smoothing,"['Zhilu Zhang', 'Mert Sabuncu']","['Cornell University', 'Cornell']"
NeurIPS,2020,On the training dynamics of deep networks with $L_2$ regularization,"['Aitor Lewkowycz', 'Guy Gur-Ari']","['Google', 'Google']"
NeurIPS,2020,Reconciling Modern Deep Learning with Traditional Optimization Analyses: The Intrinsic Learning Rate,"['Zhiyuan Li', 'Kaifeng Lyu', 'Sanjeev Arora']","['Princeton University', 'Tsinghua University', 'Princeton University']"
NeurIPS,2020,Batch Normalization Biases Residual Blocks Towards the Identity Function in Deep Networks,"['Soham De', 'Sam Smith']","['DeepMind', 'DeepMind']"
NeurIPS,2020,Numerically Solving Parametric Families of High-Dimensional Kolmogorov Partial Differential Equations via Deep Learning,"['Julius Berner', 'Markus Dablander', 'Philipp Grohs']","['University of Vienna', 'University of Oxford', 'University of Vienna']"
NeurIPS,2020,Bad Global Minima Exist and SGD Can Reach Them,"['Shengchao Liu', 'Dimitrios Papailiopoulos', 'Dimitris Achlioptas']","['MILA-UdeM', 'University of Wisconsin-Madison', 'University of Athens']"
NeurIPS,2020,The Surprising Simplicity of the Early-Time Learning Dynamics of Neural Networks,"['Wei Hu', 'Lechao Xiao', 'Ben Adlam', 'Jeffrey Pennington']","['Princeton University', 'Google Research', 'Google', 'Google Brain']"
